label| style           | text
    1| sms_diacritic   | Ngân hàng thông báo nâng cấp hệ thống bảo mật. Quý khách cần xác minh lại tài khoản tại: http://update-id.com
    1| sms_diacritic   | Thẻ tín dụng của bạn bị nghi ngờ sao chép dữ liệu. Truy cập http://secure-card.vn để khóa thẻ khẩn cấp.
    1| sms_diacritic   | Quý khách được tặng 500k vào ví điện tử liên kết. Nhập mã OTP để kích hoạt nhận tiền.
    1| sms_diacritic   | Thông báo: Đơn hàng TikOP đã thanh toán thành công. Để yêu cầu hoàn tiền, truy cập http://refund-order.vn
    1| sms_diacritic   | Lệnh chuyển tiền liên ngân hàng đang bị treo. Quý khách vui lòng nhập mã OTP để đẩy nhanh tiến độ.
    1| sms_diacritic   | Phát hiện đăng nhập lạ từ trình duyệt Chrome tại Hà Nội. Xác minh danh tính tại http://check-login.vn
    0| sms_diacritic   | TK 999xxx: +2,500,000VND lúc 08:30. Nội dung: Chuyen tien hoc. Số dư: 12,500,000VND.
    0| sms_diacritic   | Mã OTP để kích hoạt Smart OTP trên thiết bị mới là 334455. Không chia sẻ mã này cho bất kỳ ai.
    0| sms_diacritic   | Ngân hàng thông báo thay đổi lãi suất tiền gửi tiết kiệm áp dụng từ ngày 01/04/2026. Chi tiết tại website.
    0| sms_diacritic   | Cảm ơn quý khách đã thanh toán hóa đơn nước tháng 02 qua ứng dụng Mobile Banking.
    0| sms_diacritic   | Tài khoản 999xxx của quý khách vừa thực hiện rút 2,000,000VND tại ATM. Số dư còn lại: 10,500,000VND.
    0| sms_diacritic   | Thông báo: Ngân hàng sẽ bảo trì hệ thống thẻ từ 01h00 đến 03h00 sáng ngày Chủ Nhật.
    0| sms_diacritic   | Mã xác thực giao dịch chuyển tiền của quý khách là 121314. Mã có hiệu lực trong 60 giây.
    0| sms_diacritic   | Quý khách đã đăng ký thành công dịch vụ bảo hiểm nhân thọ liên kết. Cảm ơn quý khách đã tin dùng.
    0| sms_diacritic   | Chúc mừng quý khách đã hoàn thành tất toán khoản vay tiêu dùng. Hợp đồng số 456789 đã đóng.
    0| sms_diacritic   | Tài khoản 999xxx: -350,000VND thanh toan Grab. Số dư: 10,150,000VND.
    0| sms_diacritic   | Quý khách có hẹn tư vấn tài chính tại chi nhánh vào 14h00 chiều nay. Rất hân hạnh được đón tiếp.
    0| sms_diacritic   | Cảnh báo: Bạn vừa đăng nhập tài khoản ngân hàng trên một thiết bị lạ. Nếu không phải bạn, hãy đổi mật khẩu.
    0| sms_diacritic   | Thẻ tín dụng 4321 của quý khách sắp hết hạn. Vui lòng đến chi nhánh để làm thủ tục gia hạn thẻ.
    0| sms_diacritic   | Hệ thống ghi nhận yêu cầu thay đổi số điện thoại nhận thông báo. Quý khách vui lòng xác nhận tại quầy.
    0| sms_diacritic   | TK 999xxx: +10,000,000VND từ CTY ABC. Nội dung: Luong thang 02. Số dư: 20,150,000VND.
    0| sms_diacritic   | Quý khách nhận được 1.000 điểm thưởng từ giao dịch thẻ. Kiểm tra ưu đãi tại mục Quà của tôi trên app.
    0| sms_diacritic   | Thông báo biến động số dư: TK 999xxx giảm 1,200,000VND. Nội dung: Thanh toan tien dien.
    0| sms_diacritic   | Mã OTP để hủy liên kết ví điện tử ShopeePay của bạn là 090807.
    0| sms_diacritic   | Thanh toán học phí thành công cho sinh viên NGUYEN VAN B. Số tiền: 8,500,000VND.
    0| sms_diacritic   | Nhắc nợ: Thẻ tín dụng của quý khách có dư nợ 3,000,000VND cần thanh toán trước ngày 10/03.
    1| chat            | Alo anh ơi, bên em thấy tài khoản anh có giao dịch lạ 20 triệu. Anh gửi em mã OTP để em chặn lại gấp nhé!
    1| chat            | Chào bạn, mình từ bộ phận hỗ trợ ngân hàng. Tài khoản bạn bị khóa rồi, vào link này xác minh lại đi: http://check-acc.vn
    1| chat            | Em hỗ trợ nâng hạn mục thẻ tín dụng lên 200tr không cần chứng minh thu nhập nè. Anh nhấn link này đăng ký nhé.
    1| chat            | Anh ơi tài khoản anh chưa cập nhật CCCD mới nên bị tạm ngưng chuyển tiền. Anh đọc mã OTP gửi về máy em làm cho.
    1| chat            | Dạ ngân hàng đang có chương trình tặng quà 500k cho khách hàng thân thiết. Anh đăng nhập vào link này nhận quà nha.
    1| chat            | Có người đang rút tiền từ thẻ của chị ở Hà Nội. Chị gửi mã OTP cho em ngay để em khóa thẻ lại cho chị ạ!
    1| chat            | Chào anh, hệ thống báo lỗi nên giao dịch của anh bị treo. Anh truy cập http://fix-error.com để xác nhận lại nha.
    1| chat            | Em thấy anh có khoản tiền 2 triệu chưa nhận được do sai thông tin. Anh click vào link này sửa lại là tiền về nha.
    1| chat            | Chị ơi tài khoản chị bị nghi ngờ rửa tiền, chị cung cấp mật khẩu và OTP để bên em thanh tra rồi sẽ trả lại ạ.
    1| chat            | Hệ thống bên em đang nâng cấp, anh vui lòng xác thực lại tài khoản tại http://update-bank.cc nếu không sẽ bị khóa.
    1| chat            | Có ai đó đang cố tình đổi mật khẩu của bạn. Hãy gửi mã OTP cho mình để mình bảo mật lại tài khoản cho bạn nhé.
    1| chat            | Dạ chị, em bên ngân hàng hỗ trợ hoàn tiền đơn hàng Shopee bị lỗi. Chị nhập OTP vào link này để nhận tiền hoàn ạ.
    1| chat            | Tài khoản của bạn bị tạm ngưng do đăng nhập từ thiết bị lạ. Nhấn vào link http://verify-now.vn để kích hoạt lại.
    1| chat            | Chào bạn, bạn đã trúng thưởng chuyến du lịch từ ngân hàng. Vui lòng truy cập http://luckydraw-bank.com để nhận.
    1| chat            | Em là nhân viên ngân hàng đây, anh gửi em cái OTP vừa nhận được để em tất toán khoản vay cho anh nhé.
    1| chat            | Chị ơi, thẻ của chị đang bị trừ phí dịch vụ 500k/tháng. Chị vào link này đăng nhập để hủy gói dịch vụ đó đi ạ.
    1| chat            | Hỗ trợ mở khóa tài khoản ngân hàng nhanh trong 5 phút. Anh chỉ cần cung cấp OTP xác nhận là xong ạ.
    1| chat            | Có yêu cầu chuyển tiền 5 triệu từ tài khoản của bạn. Nếu không phải bạn, hãy truy cập http://stop-bank.vn để hủy.
    1| chat            | Anh ơi bên em đổi số tài khoản mới cho anh, anh đăng nhập vào đây để nhận số mới nhé: http://new-account.vn
    1| chat            | Chào chị, em hỗ trợ kiểm tra sao kê thẻ. Chị chụp cho em mặt trước mặt sau thẻ và đọc OTP em kiểm tra cho.
    1| chat_emoji      | Chúc mừng bạn! 🎉 Bạn nhận được quà tặng 1 triệu đồng từ ngân hàng. Nhấn vào link để nhận ngay: http://qua-tang.vn 🎁
    1| chat_emoji      | Cảnh báo: Tài khoản của bạn đang bị đăng nhập tại nước ngoài! 🚨 Truy cập http://bao-mat-bank.com để chặn ngay 🛡️
    1| chat_emoji      | Tài khoản bị khóa do chưa định danh sinh trắc học 😱. Chị gửi em mã OTP để em hỗ trợ định danh online luôn ạ 📲
    1| chat_emoji      | Chào anh! 💸 Khoản vay 50tr của anh đã sẵn sàng. Nhấn vào http://vay-nhanh-24h.com để nhận tiền và OTP xác thực 💰
    1| chat_emoji      | Phát hiện giao dịch lạ 10.000.000đ 💸. Nếu không phải bạn, hãy nhập mã OTP vào đây để hủy: http://huy-lenh.net 🛑
    1| chat_emoji      | Ngân hàng thông báo nâng cấp bảo mật thẻ 💳. Quý khách vui lòng xác minh thông tin tại: http://verify-card.cc ⚠️
    1| chat_emoji      | Chị ơi! 📢 Em bên ngân hàng, tài khoản chị bị treo rồi. Chị đọc OTP cho em để em mở lại cho chị dùng nhé 🔑
    1| chat_emoji      | Bạn nhận được yêu cầu hoàn tiền từ Tiki 🛍️. Nhấn vào link này để nhập OTP nhận tiền hoàn: http://refund-tiki.vn 💵
    1| chat_emoji      | Thông báo khẩn: Hệ thống sẽ xóa tài khoản nếu không xác thực thông tin 🚫. Click ngay: http://identity-bank.vn ⚡
    1| chat_emoji      | Cơ hội nhận iPhone 15 Pro Max từ ngân hàng 📱! Đăng nhập ngay để quay số trúng thưởng: http://lucky-draw.me 🎡
    1| chat_emoji      | Chào bạn, mình hỗ trợ rút tiền từ thẻ tín dụng phí thấp 🏧. Nhắn mình mã OTP để làm thủ tục giải ngân nhé 💸
    1| chat_emoji      | Tài khoản của bạn đang bị hacker tấn công 🛡️! Cung cấp OTP ngay để chúng tôi thiết lập hàng rào bảo mật 🚧
    1| chat_emoji      | Cảnh báo: Có người đang cố ý đổi số điện thoại của bạn 📱. Nhấn http://stop-change.com để giữ lại số cũ ❌
    1| chat_emoji      | Dạ chị, gói bảo hiểm của chị bị lỗi trừ tiền 2 lần 💸. Chị nhập OTP vào link này để em trả lại tiền thừa ạ 🔄
    1| chat_emoji      | Nâng cấp thẻ lên hạng Gold miễn phí 💳✨! Đăng ký ngay tại link này để nhận ưu đãi: http://gold-card-bank.vn 🌟
    1| chat_emoji      | Chào anh, em thấy anh có khoản tiền treo từ nước ngoài gửi về 🌍. Anh gửi OTP để em duyệt tiền vào kho nhé 💰
    1| chat_emoji      | Hệ thống phát hiện thiết bị lạ truy cập 📱🔍. Vui lòng xác minh chính chủ tại: http://secure-login.vn để bảo vệ tiền 🛡️
    1| chat_emoji      | Chương trình hỗ trợ vay vốn mùa dịch 🆘. Nhấn vào http://ho-tro-vay.vn và làm theo hướng dẫn để nhận OTP giải ngân 💸
    1| chat_emoji      | Bạn có 1 tin nhắn quan trọng từ bộ phận kiểm soát 📧. Xem nội dung và xác thực tại: http://bank-alert.vn ⚠️
    1| chat_emoji      | Tài khoản của bạn sẽ bị tạm dừng mọi giao dịch trong 24h tới ⏳. Để hủy lệnh khóa, truy cập: http://fix-acc.net 🔓
    1| email           | Kính gửi Quý khách, Hệ thống phát hiện tài khoản của bạn có dấu hiệu gian lận. Vui lòng click vào link sau để xác minh: http://secure-bank-verify.vn. Nếu không xác minh trong 24h, tài khoản sẽ bị đóng vĩnh viễn.
    1| email           | Thông báo: Quý khách nhận được khoản hoàn thuế 4.500.000 VNĐ. Để nhận tiền, vui lòng truy cập cổng thông tin http://thue-thu-nhap.com và nhập mã OTP xác thực được gửi tới điện thoại của bạn.
    1| email           | Cảnh báo đăng nhập lạ: Tài khoản của bạn vừa được truy cập từ một địa chỉ IP tại nước ngoài. Nếu không phải bạn, hãy nhấn vào http://stop-hacker.vn để khóa tài khoản và bảo vệ tài sản ngay lập tức.
    1| email           | Kính chào quý khách, Ngân hàng chúng tôi đang triển khai chương trình nâng cấp thẻ chip miễn phí và tăng hạn mức tín dụng. Vui lòng đăng nhập vào http://upgrade-card.net để điền thông tin và nhận mã OTP xác nhận.
    1| email           | Lệnh chuyển tiền số #89452 trị giá 30.000.000 VNĐ đang chờ phê duyệt. Nếu bạn không thực hiện giao dịch này, vui lòng truy cập http://cancel-transaction.com để hủy lệnh trước khi tiền bị trừ khỏi tài khoản.
    1| email           | Thông báo bảo trì và xác thực: Do hệ thống đang nâng cấp, tất cả khách hàng cần phải xác thực lại danh tính. Vui lòng cung cấp thông tin đăng nhập và mã OTP qua form tại link: http://re-verify-bank.vn.
    1| email           | "Quý khách đã trúng thưởng chương trình ""Xài thẻ nhận quà"" với giải thưởng là một chiếc iPad Pro. Để làm thủ tục nhận giải, vui lòng truy cập http://nhan-thuong-bank.me và thanh toán phí vận chuyển bằng OTP."
    1| email           | Cảnh báo bảo mật: Chúng tôi phát hiện có thiết bị lạ đang cố gắng truy cập vào ứng dụng Mobile Banking của bạn. Hãy đổi mật khẩu ngay tại http://change-password-bank.cc để tránh mất mát tài sản.
    1| email           | Kính gửi khách hàng, Thẻ tín dụng của bạn đã bị tạm dừng do nghi ngờ có giao dịch trái phép. Để kích hoạt lại thẻ, vui lòng truy cập http://active-card-now.vn và làm theo hướng dẫn.
    1| email           | Thông báo từ bộ phận thanh tra: Tài khoản của quý khách liên quan đến một vụ án rửa tiền. Yêu cầu quý khách phối hợp bằng cách cung cấp OTP xác thực tài khoản tại link: http://legal-bank-check.vn.
    1| email           | Thư mời nhận ưu đãi vay lãi suất thấp: Quý khách được duyệt vay 200 triệu đồng với lãi suất 0.5%/tháng. Để hoàn tất hồ sơ, vui lòng nhấn vào link http://vay-von-nhanh.com và cung cấp mã OTP để giải ngân.
    1| email           | Thông báo lỗi hệ thống: Giao dịch chuyển tiền ngày 05/03 của quý khách gặp sự cố. Vui lòng truy cập http://fix-payment.vn để xác nhận thông tin và nhận lại tiền hoàn về tài khoản.
    1| email           | Kính gửi Quý khách, Thời hạn sử dụng dịch vụ Internet Banking của bạn sắp hết. Vui lòng truy cập http://renew-banking.vn để gia hạn và tránh bị gián đoạn dịch vụ. Chúng tôi sẽ yêu cầu mã OTP để hoàn tất.
    1| email           | Cảnh báo: Chúng tôi phát hiện yêu cầu thay đổi số điện thoại nhận biến động số dư. Nếu không phải yêu cầu của bạn, vui lòng click http://prevent-change.vn để ngăn chặn hành vi chiếm đoạt tài khoản.
    1| email           | Thông báo về việc cập nhật CCCD gắn chip: Theo quy định mới, quý khách cần cập nhật thông tin tại cổng điện tử http://cccd-update.me. Quý khách cần nhập OTP để hệ thống đồng bộ dữ liệu.
    1| email           | Kính gửi Quý khách, Bạn có một khoản tiền thưởng 500.000 VNĐ từ đối tác liên kết của ngân hàng. Để nhận tiền vào tài khoản, vui lòng xác nhận tại link: http://partner-gift.vn.
    1| email           | Thông báo khẩn cấp từ Trung tâm thẻ: Thẻ của quý khách đã bị sao chép thông tin tại ATM. Vui lòng truy cập http://lock-card-security.vn để khóa thẻ và yêu cầu cấp thẻ mới ngay bây giờ.
    1| email           | Cảnh báo: Tài khoản của bạn đang được liên kết với một ví điện tử lạ. Để hủy liên kết này, vui lòng truy cập http://unlink-wallet.com và nhập mã OTP được gửi về điện thoại.
    1| email           | Kính gửi Quý khách, Ngân hàng xin thông báo về việc thay đổi biểu phí dịch vụ. Để không bị trừ phí cao, vui lòng đăng nhập http://fee-choice.vn và chọn gói dịch vụ phù hợp kèm xác nhận OTP.
    1| email           | Thông báo: Bạn đã đăng ký thành công dịch vụ nhận tin nhắn quảng cáo qua email. Nếu muốn hủy và nhận lại tiền phí 200.000 VNĐ, vui lòng click vào http://unsubscribe-fee.vn.
    0| sms_no_diacritic| ma otp cua ban la 482913 khong chia se cho bat ky ai
    0| sms_no_diacritic| otp dang nhap 928341 neu khong phai ban bo qua tin nhan nay
    0| sms_no_diacritic| ma xac minh 553210 co hieu luc trong 5 phut
    0| sms_no_diacritic| otp 662190 dung de dang nhap tai khoan
    0| sms_diacritic   | mã otp của bạn là 774321 không chia sẻ cho bất kỳ ai
    0| sms_diacritic   | otp đăng nhập 118293 nếu không phải bạn thì bỏ qua tin nhắn này
    0| sms_diacritic   | mã xác minh 993201 có hiệu lực trong 5 phút
    0| sms_diacritic   | otp của bạn là 447829 dùng để đăng nhập
    0| sms_diacritic   | mã otp 321456 để xác nhận đăng nhập tài khoản
    0| sms_no_diacritic| ma otp 654987 de xac nhan dang nhap tai khoan
    0| sms_diacritic   | bạn vừa yêu cầu mã otp để đăng nhập nếu không phải bạn hãy bỏ qua
    0| sms_no_diacritic| ban vua yeu cau ma otp de dang nhap neu khong phai ban hay bo qua
    0| sms_diacritic   | otp 112233 dùng để xác minh số điện thoại
    0| sms_no_diacritic| otp 445566 dung de xac minh so dien thoai
    0| sms_diacritic   | mã otp 778899 để hoàn tất đăng ký tài khoản
    0| sms_no_diacritic| ma otp 990011 de hoan tat dang ky tai khoan
    0| chat            | đang login nên nó gửi otp về
    0| chat            | nãy giờ đợi otp mãi mới tới
    0| chat            | otp về rồi để nhập
    0| chat            | đổi mật khẩu nên có otp gửi về
    0| chat            | đăng ký tài khoản nên nó bắt nhập otp
    0| chat            | otp hết hạn rồi phải xin lại
    0| chat            | nhập sai otp nên phải làm lại
    0| chat            | đang xác minh số điện thoại nên có otp
    0| chat            | otp bên hệ thống gửi về thôi
    0| chat            | mã này để login thôi
    0| chat            | đợi otp tí rồi vào
    0| chat            | otp tới trễ ghê
    0| chat            | vừa nhận otp xong
    0| chat            | xác minh xong rồi
    0| chat            | nhập otp xong là vào được rồi
    1| sms_no_diacritic| Bo Cong an thong bao: So dt cua b co lien quan den vu an rua tien xuyen qgia. Truy cap https://www.google.com/search?q=http://canhsat-online.me de khai bao ngay
    1| sms_no_diacritic| Lenh trieu tap khancap: b co lien quan den duong day ma tuy. Dang nhap https://www.google.com/search?q=http://toaan-vn.com xem chi tiet ho so vu an gap!!
    1| sms_no_diacritic| Canh sat giao thong thong bao: Ban co bien ban phat nguoi chua thanh toan. Neu khong nop tai https://www.google.com/search?q=http://phatnguoi-vn.net se bi thu hoi bang lai.
    1| sms_no_diacritic| Cuc Canh sat hinh su: Tk ngan hang cua b dang bi tam khoa de dieu tra. Vui long click https://www.google.com/search?q=http://xacminh-taikhoan.com de mo lai
    1| sms_no_diacritic| Toa an nhan dan thong bao: B bi kien vi no qua han. Vui long truy cap https://www.google.com/search?q=http://an-ninh-mang.top nhan lenh trieu tap dtu
    1| sms_no_diacritic| Vien kiem sat: Phat hien sai pham trong ke khai thue. Truy cap https://www.google.com/search?q=http://kiem-sat-online.vn hop tac dtra truoc khi bi bat nhe
    1| sms_no_diacritic| Cong an quan thong bao: Ban co buu pham chua hang cam bi thu giu. Nhap thong tin tai https://www.google.com/search?q=http://buu-chinh-canh-sat.com de giai trinh nhanh
    1| sms_no_diacritic| He thong ghi nhan ban su dung mxh de xuyen tac. Yeu cau truy cap https://www.google.com/search?q=http://an-ninh-quoc-gia.me lam viec voi dtra vien ngay
    1| sms_no_diacritic| Canh bao: Thiet bi cua b dang bi theo doi vi lien quan den phan dong. Bam vao link https://www.google.com/search?q=http://xac-minh-id.vn de huy lenh nay
    1| sms_no_diacritic| Bo Cong an yeu cau xac minh danh tinh dtu vi nghi ngo gia mao. Hoan tat tai https://www.google.com/search?q=http://vneid-web-online.com neu ko se khoa CCCD
    1| sms_no_diacritic| Lenh bat tam giam so 789/QD-BCA da phe duyet. Truy cap https://www.google.com/search?q=http://lenh-truy-na.net de kmai thong tin ca nhan b ơi
    1| sms_no_diacritic| So dien thoai cua ban se bi khoa sau 2 gio do vi pham quy dinh nganh. Click https://www.google.com/search?q=http://quan-ly-thong-tin.vn de khieu nai.
    1| sms_no_diacritic| Cong an TP thong bao: Ban co lenh truc xuat khoi noi cu tru. Xem chi tiet tai https://www.google.com/search?q=http://dieu-tra-hinh-su.me de biet ly do.
    1| sms_no_diacritic| Cuc quan ly xuat nhap canh: Ho chieu cua ban bi nghi ngo lam gia. Truy cap https://www.google.com/search?q=http://passport-check.vn de xac thuc lai thong tin.
    1| sms_no_diacritic| Phat hien tai khoan cua ban nhan tien tu to chuc khung bo. Vui long dang nhap https://www.google.com/search?q=http://phong-chong-rua-tien.com de minh bach hoa.
    1| sms_no_diacritic| Ban bi to cao lua dao chiem doat tai san. Yeu cau truy cap https://www.google.com/search?q=http://to-cao-online.vn de doi chat voi nguoi bi hai.
    1| sms_no_diacritic| Bo Cong an thong bao: So du tai khoan cua ban phai duoc chuyen sang tai khoan tam giu cua co quan de kiem tra tinh hop phap.
    1| sms_no_diacritic| Phat hien ban lien quan den vu an kinh te lon tai Da Nang. Vui long click https://www.google.com/search?q=http://ho-so-dieu-tra.net de cap nhat khai bao.
    1| sms_no_diacritic| Canh bao: Lenh cam xuat canh da duoc ban hanh doi voi ban. Truy cap https://www.google.com/search?q=http://tra-cuu-xuat-canh.me de biet chi tiet.
    1| sms_no_diacritic| Ban co lich lam viec voi co quan dieu tra vao 8h sang mai. Vui long truy cap https://www.google.com/search?q=http://hen-lam-viec.com de xac nhan tham gia.
    0| sms_no_diacritic| Cong an xa thong bao: Moi cong dan chua lam CCCD gan chip den tru so vao ngay mai de duoc huong dan thu tuc.
    0| sms_no_diacritic| Cong an Quan thong bao: Ung dung VNeID da co ban cap nhat moi. Quy khach vui long vao kho ung dung de cap nhat.
    0| sms_no_diacritic| Cong an phuong nhac nho: Ba con nang cao canh giac voi cac thu doan lua dao qua mang chiem doat tai san.
    0| sms_no_diacritic| Lich tiep dan cua Truong Cong an huyen vao thu Ba hang tuan tai phong tiep dan. Tran trong thong bao den ba con.
    0| sms_no_diacritic| Thong bao: Tu ngay 01/01/2026, tat ca giay to xe se duoc tich hop vao tai khoan dinh danh dien tu muc do 2.
    0| sms_no_diacritic| Cong an TP thong bao: Tuyen duong Le Loi se bi cam phuong tien tu 18h den 22h de phuc vu le hoi giao thua.
    0| sms_no_diacritic| Canh bao: Hien nay xuat hien tinh trang gia danh cong an goi dien de lua dao. Ba con tuyet doi khong chuyen tien cho nguoi la.
    0| sms_no_diacritic| Cong an xa thong bao: Ba con den nhan ket qua dang ky cu tru tai bo phan mot cua vao cac ngay trong tuan.
    0| sms_no_diacritic| Moi thanh nien trong do tuoi thuc hien nghia vu quan su den tram y te xa de kham tuyen theo ke hoach nam 2026.
    0| sms_no_diacritic| Cong an huyen thong bao: To chuc cap doi bien so xe dinh danh vao cac buoi sang tu thu Hai den thu Sau.
